,Geneid,RI-BR1-21,RI-BR2-21,SI-BR1-21,SI-BR2-21
434,gene:Minc3s01332g22851,0.0,0.0,0.0,1.0
435,gene:Minc3s01332g22852,0.0,0.0,0.0,0.0
436,gene:Minc3s01332g22853,0.0,0.0,0.0,0.0
437,gene:Minc3s11474g44918,0.0,0.0,0.0,0.0
438,gene:Minc3s08993g42824,0.0,0.0,0.0,0.0
439,gene:Minc3s00620g15193,0.0,0.0,0.0,0.0
440,gene:Minc3s00620g15194,0.0,0.0,0.0,0.0
441,gene:Minc3s00620g15195,0.0,0.0,0.0,0.0
442,gene:Minc3s00620g15196,0.0,0.0,0.0,1.0
443,gene:Minc3s00620g15197,0.0,0.0,0.0,0.0
444,gene:Minc3s00620g15198,0.0,0.0,0.0,0.0
445,gene:Minc3s00620g15199,0.0,0.0,0.0,0.0
446,gene:Minc3s00620g15200,0.0,0.0,0.0,0.0
447,gene:Minc3s00620g15201,0.0,0.0,0.0,0.0
448,gene:Minc3s00620g15202,0.0,0.0,0.0,0.0
449,gene:Minc3s00620g15203,0.0,0.0,0.0,0.0
450,gene:Minc3s00620g15204,0.0,0.0,0.0,0.0
451,gene:Minc3s00620g15205,0.0,0.0,0.0,0.0
452,gene:Minc3s00620g15206,0.0,0.0,0.0,0.0
453,gene:Minc3s00620g15207,0.0,0.0,0.0,0.0
454,gene:Minc3s00620g15208,0.0,0.0,0.0,1.0
455,gene:Minc3s00620g15209,0.0,0.0,0.0,0.0
456,gene:Minc3s00620g15210,0.0,0.0,1.0,4.0
457,gene:Minc3s00261g08846,0.0,0.0,0.0,0.0
458,gene:Minc3s00261g08847,0.0,2.0,4.0,7.0
459,gene:Minc3s00261g08848,0.0,0.0,0.0,0.0
460,gene:Minc3s00261g08849,1.0,2.0,0.0,7.0
461,gene:Minc3s00261g08850,0.0,0.0,0.0,1.0
462,gene:Minc3s00261g08851,0.0,0.0,0.0,1.0
463,gene:Minc3s00261g08852,0.0,0.0,0.0,0.0
464,gene:Minc3s00261g08853,0.0,0.0,0.0,6.0
465,gene:Minc3s00261g08854,0.0,1.0,2.0,1.0
466,gene:Minc3s00261g08855,1.0,0.0,3.0,7.0
467,gene:Minc3s00261g08856,0.0,0.0,0.0,0.0
468,gene:Minc3s00261g08857,0.0,0.0,2.0,3.0
469,gene:Minc3s00261g08858,1.0,0.0,0.0,5.0
470,gene:Minc3s00261g08859,1.0,1.0,0.0,34.0
471,gene:Minc3s00261g08860,0.0,1.0,0.0,2.0
472,gene:Minc3s00261g08861,0.0,2.0,0.0,1.0
473,gene:Minc3s00261g08862,0.0,0.0,0.0,0.0
474,gene:Minc3s00261g08863,0.0,0.0,0.0,0.0
475,gene:Minc3s00261g08864,0.0,0.0,2.0,1.0
476,gene:Minc3s00261g08865,0.0,0.0,0.0,2.0
477,gene:Minc3s00261g08866,0.0,0.0,0.0,9.0
478,gene:Minc3s00261g08867,0.0,0.0,0.0,0.0
479,gene:Minc3s00261g08868,0.0,0.0,1.0,1.0
480,gene:Minc3s00261g08869,2.0,12.0,7.0,42.0
481,gene:Minc3s00261g08870,0.0,0.0,0.0,1.0
482,gene:Minc3s00261g08871,0.0,0.0,0.0,0.0
483,gene:Minc3s00261g08872,0.0,0.0,0.0,0.0
484,gene:Minc3s08659g42474,0.0,0.0,0.0,0.0
485,gene:Minc3s11567g44979,0.0,0.0,0.0,0.0
486,gene:Minc3s04748g36932,0.0,0.0,0.0,0.0
487,gene:Minc3s04748g36933,0.0,0.0,0.0,0.0
488,gene:Minc3s04748g36934,0.0,0.0,0.0,0.0
489,gene:Minc3s08952g42781,0.0,0.0,0.0,0.0
490,gene:Minc3s08952g42782,0.0,0.0,0.0,0.0
491,gene:Minc3s11319g44801,0.0,0.0,2.0,2.0
492,gene:Minc3s09207g43014,0.0,0.0,0.0,0.0
493,gene:Minc3s10176g43866,0.0,0.0,0.0,0.0
494,gene:Minc3s10176g43867,0.0,0.0,0.0,0.0
495,gene:Minc3s02603g30844,0.0,0.0,0.0,0.0
496,gene:Minc3s00876g18362,0.0,0.0,0.0,0.0
497,gene:Minc3s00876g18363,0.0,0.0,0.0,3.0
498,gene:Minc3s00876g18364,0.0,0.0,1.0,0.0
499,gene:Minc3s00876g18365,0.0,0.0,0.0,0.0
500,gene:Minc3s00876g18366,0.0,1.0,4.0,5.0
501,gene:Minc3s00876g18367,0.0,3.0,4.0,5.0
502,gene:Minc3s00876g18368,0.0,0.0,0.0,1.0
503,gene:Minc3s00876g18369,0.0,1.0,0.0,0.0
504,gene:Minc3s00876g18370,0.0,0.0,0.0,0.0
505,gene:Minc3s00876g18371,0.0,0.0,0.0,0.0
506,gene:Minc3s00876g18372,0.0,0.0,0.0,1.0
507,gene:Minc3s00876g18373,0.0,0.0,0.0,0.0
508,gene:Minc3s00876g18374,0.0,0.0,0.0,0.0
509,gene:Minc3s05729g38728,0.0,0.0,0.0,10.0
510,gene:Minc3s05729g38729,0.0,0.0,0.0,0.0
511,gene:Minc3s02717g31316,0.0,0.0,0.0,0.0
512,gene:Minc3s06453g39832,0.0,0.0,0.0,0.0
513,gene:Minc3s03678g34504,0.0,0.0,0.0,0.0
514,gene:Minc3s03678g34505,0.0,0.0,0.0,0.0
515,gene:Minc3s03678g34506,0.0,0.0,0.0,2.0
516,gene:Minc3s03678g34507,0.0,0.0,0.0,0.0
517,gene:Minc3s04602g36634,1.0,0.0,0.0,0.0
518,gene:Minc3s04602g36635,0.0,2.0,0.0,0.0
519,gene:Minc3s04602g36636,0.0,0.0,0.0,0.0
520,gene:Minc3s03372g33643,0.0,0.0,2.0,1.0
521,gene:Minc3s03372g33644,0.0,2.0,1.0,13.0
522,gene:Minc3s03372g33645,0.0,0.0,0.0,0.0
523,gene:Minc3s03372g33646,0.0,0.0,0.0,0.0
524,gene:Minc3s02677g31156,0.0,0.0,0.0,0.0
525,gene:Minc3s02677g31157,0.0,0.0,0.0,0.0
526,gene:Minc3s00628g15300,0.0,0.0,0.0,0.0
527,gene:Minc3s00628g15301,0.0,0.0,0.0,0.0
528,gene:Minc3s00628g15302,0.0,2.0,0.0,1.0
529,gene:Minc3s00628g15303,0.0,2.0,1.0,10.0
530,gene:Minc3s00628g15304,0.0,2.0,0.0,2.0
531,gene:Minc3s00628g15305,0.0,0.0,0.0,0.0
532,gene:Minc3s00628g15306,0.0,1.0,1.0,5.0
533,gene:Minc3s00628g15307,0.0,1.0,0.0,1.0
534,gene:Minc3s00628g15308,0.0,0.0,0.0,0.0
535,gene:Minc3s00628g15309,0.0,0.0,0.0,0.0
536,gene:Minc3s00628g15310,0.0,0.0,0.0,0.0
537,gene:Minc3s00628g15311,0.0,0.0,0.0,0.0
538,gene:Minc3s00628g15312,0.0,0.0,0.0,2.0
539,gene:Minc3s00628g15313,0.0,0.0,0.0,0.0
540,gene:Minc3s00628g15314,0.0,2.0,0.0,1.0
541,gene:Minc3s00628g15315,0.0,0.0,0.0,0.0
542,gene:Minc3s00628g15316,0.0,0.0,0.0,0.0
543,gene:Minc3s00628g15317,0.0,0.0,0.0,0.0
544,gene:Minc3s00628g15318,1.0,2.0,1.0,4.0
545,gene:Minc3s00628g15319,0.0,0.0,0.0,0.0
546,gene:Minc3s00628g15320,0.0,0.0,0.0,0.0
547,gene:Minc3s00628g15321,0.0,0.0,0.0,0.0
548,gene:Minc3s00628g15322,0.0,0.0,0.0,0.0
549,gene:Minc3s00628g15323,0.0,0.0,0.0,0.0
550,gene:Minc3s00628g15324,0.0,0.0,0.0,8.0
551,gene:Minc3s00628g15325,0.0,0.0,0.0,0.0
552,gene:Minc3s00628g15326,0.0,0.0,1.0,4.0
553,gene:Minc3s00628g15327,0.0,0.0,1.0,2.0
554,gene:Minc3s00939g19091,0.0,0.0,0.0,0.0
555,gene:Minc3s00939g19092,0.0,0.0,0.0,0.0
556,gene:Minc3s00939g19093,0.0,0.0,0.0,0.0
557,gene:Minc3s00939g19094,0.0,0.0,0.0,0.0
558,gene:Minc3s00939g19095,0.0,0.0,0.0,0.0
559,gene:Minc3s00939g19096,0.0,0.0,0.0,0.0
560,gene:Minc3s00939g19097,0.0,0.0,0.0,0.0
561,gene:Minc3s00939g19098,0.0,0.0,6.0,2.0
562,gene:Minc3s00939g19099,0.0,0.0,0.0,0.0
563,gene:Minc3s00939g19100,0.0,0.0,0.0,0.0
564,gene:Minc3s00939g19101,0.0,0.0,0.0,0.0
565,gene:Minc3s00939g19102,0.0,0.0,0.0,0.0
566,gene:Minc3s00939g19103,0.0,0.0,0.0,0.0
567,gene:Minc3s00939g19104,0.0,0.0,0.0,0.0
568,gene:Minc3s01811g26469,0.0,0.0,0.0,0.0
569,gene:Minc3s01811g26470,0.0,0.0,0.0,0.0
570,gene:Minc3s01811g26471,0.0,0.0,0.0,1.0
571,gene:Minc3s01811g26472,0.0,0.0,0.0,0.0
572,gene:Minc3s01811g26473,0.0,0.0,0.0,1.0
573,gene:Minc3s03229g33213,0.0,0.0,0.0,0.0
574,gene:Minc3s03229g33214,0.0,0.0,0.0,0.0
575,gene:Minc3s03229g33215,0.0,0.0,0.0,1.0
576,gene:Minc3s03078g32682,0.0,0.0,0.0,0.0
577,gene:Minc3s03078g32683,0.0,0.0,0.0,0.0
578,gene:Minc3s03078g32684,0.0,0.0,0.0,0.0
579,gene:Minc3s03078g32685,0.0,0.0,0.0,0.0
580,gene:Minc3s03078g32686,0.0,1.0,0.0,0.0
581,gene:Minc3s05085g37561,0.0,1.0,0.0,0.0
582,gene:Minc3s05085g37562,0.0,3.0,1.0,1.0
583,gene:Minc3s05085g37563,0.0,1.0,0.0,0.0
584,gene:Minc3s05085g37564,0.0,0.0,2.0,0.0
585,gene:Minc3s05085g37565,0.0,0.0,0.0,0.0
586,gene:Minc3s05307g37981,0.0,0.0,0.0,0.0
587,gene:Minc3s05307g37982,0.0,0.0,0.0,0.0
588,gene:Minc3s05307g37983,0.0,0.0,0.0,0.0
589,gene:Minc3s08395g42215,1.0,2.0,0.0,4.0
590,gene:Minc3s08395g42216,0.0,0.0,0.0,0.0
591,gene:Minc3s03438g33838,0.0,0.0,0.0,0.0
592,gene:Minc3s03438g33839,0.0,0.0,0.0,0.0
593,gene:Minc3s03438g33840,0.0,0.0,0.0,0.0
594,gene:Minc3s02687g31191,0.0,0.0,0.0,5.0
595,gene:Minc3s02687g31192,0.0,0.0,1.0,2.0
596,gene:Minc3s02687g31193,0.0,0.0,0.0,4.0
597,gene:Minc3s02687g31194,0.0,0.0,0.0,0.0
598,gene:Minc3s05191g37767,0.0,0.0,0.0,0.0
599,gene:Minc3s05191g37768,0.0,0.0,0.0,0.0
600,gene:Minc3s05191g37769,0.0,1.0,0.0,0.0
601,gene:Minc3s10111g43811,0.0,0.0,0.0,0.0
602,gene:Minc3s00370g11143,0.0,0.0,0.0,0.0
603,gene:Minc3s00370g11144,0.0,0.0,0.0,0.0
604,gene:Minc3s00370g11145,0.0,0.0,0.0,0.0
605,gene:Minc3s00370g11146,0.0,0.0,0.0,0.0
606,gene:Minc3s00370g11147,0.0,0.0,0.0,3.0
607,gene:Minc3s00370g11148,0.0,0.0,0.0,0.0
608,gene:Minc3s00370g11149,0.0,0.0,0.0,0.0
609,gene:Minc3s00370g11150,0.0,0.0,0.0,0.0
610,gene:Minc3s00370g11151,0.0,0.0,0.0,0.0
611,gene:Minc3s06991g40593,0.0,0.0,0.0,0.0
612,gene:Minc3s06991g40594,0.0,0.0,0.0,0.0
613,gene:Minc3s06991g40595,0.0,0.0,0.0,0.0
614,gene:Minc3s07598g41304,0.0,1.0,0.0,4.0
615,gene:Minc3s01107g20781,0.0,1.0,1.0,2.0
616,gene:Minc3s01107g20782,0.0,0.0,0.0,0.0
617,gene:Minc3s01107g20783,0.0,0.0,0.0,0.0
618,gene:Minc3s01107g20784,0.0,0.0,0.0,0.0
619,gene:Minc3s01107g20785,0.0,0.0,0.0,0.0
620,gene:Minc3s01107g20786,0.0,0.0,0.0,0.0
621,gene:Minc3s01107g20787,0.0,2.0,0.0,3.0
622,gene:Minc3s08970g42806,0.0,0.0,1.0,0.0
623,gene:Minc3s10208g43890,0.0,0.0,0.0,0.0
624,gene:Minc3s10208g43891,0.0,0.0,0.0,0.0
625,gene:Minc3s04870g37174,0.0,0.0,0.0,0.0
626,gene:Minc3s04870g37175,0.0,3.0,0.0,22.0
627,gene:Minc3s04870g37176,0.0,1.0,1.0,1.0
628,gene:Minc3s04870g37177,0.0,0.0,0.0,0.0
629,gene:Minc3s00644g15545,0.0,0.0,0.0,0.0
630,gene:Minc3s00644g15546,0.0,0.0,0.0,0.0
631,gene:Minc3s00644g15547,0.0,0.0,0.0,0.0
632,gene:Minc3s00644g15548,0.0,0.0,1.0,6.0
633,gene:Minc3s00644g15549,0.0,0.0,0.0,0.0
634,gene:Minc3s04982g37376,0.0,1.0,3.0,4.0
635,gene:Minc3s07231g40873,0.0,0.0,0.0,0.0
636,gene:Minc3s07231g40875,0.0,0.0,0.0,0.0
637,gene:Minc3s07231g40874,0.0,0.0,0.0,0.0
638,gene:Minc3s07231g40876,0.0,0.0,0.0,0.0
639,gene:Minc3s07231g40877,0.0,0.0,0.0,0.0
640,gene:Minc3s07231g40878,0.0,0.0,0.0,0.0
641,gene:Minc3s07231g40879,0.0,0.0,0.0,0.0
642,gene:Minc3s07231g40880,0.0,0.0,0.0,0.0
643,gene:Minc3s07231g40881,0.0,0.0,0.0,0.0
644,gene:Minc3s10302g43967,0.0,0.0,0.0,0.0
645,gene:Minc3s10302g43968,0.0,0.0,0.0,0.0
646,gene:Minc3s02259g29119,0.0,4.0,0.0,10.0
647,gene:Minc3s02259g29120,1.0,2.0,1.0,14.0
648,gene:Minc3s02259g29121,0.0,0.0,0.0,0.0
649,gene:Minc3s02259g29122,0.0,0.0,0.0,0.0
650,gene:Minc3s01694g25664,0.0,0.0,0.0,0.0
651,gene:Minc3s01694g25665,0.0,0.0,0.0,0.0
652,gene:Minc3s01694g25666,0.0,0.0,0.0,0.0
653,gene:Minc3s01694g25667,0.0,0.0,0.0,0.0
654,gene:Minc3s01694g25668,0.0,0.0,0.0,0.0
655,gene:Minc3s09548g43318,0.0,0.0,0.0,0.0
656,gene:Minc3s01445g23880,0.0,1.0,1.0,1.0
657,gene:Minc3s01445g23881,0.0,0.0,1.0,0.0
658,gene:Minc3s01445g23882,0.0,0.0,0.0,0.0
659,gene:Minc3s01445g23883,0.0,0.0,0.0,0.0
660,gene:Minc3s01445g23884,0.0,0.0,0.0,0.0
661,gene:Minc3s01445g23885,0.0,0.0,0.0,0.0
662,gene:Minc3s01445g23886,0.0,0.0,0.0,0.0
663,gene:Minc3s01445g23887,0.0,0.0,0.0,0.0
664,gene:Minc3s01445g23888,0.0,0.0,0.0,0.0
665,gene:Minc3s01445g23889,0.0,0.0,0.0,0.0
666,gene:Minc3s01169g21370,0.0,0.0,0.0,0.0
667,gene:Minc3s01714g25800,0.0,0.0,0.0,1.0
668,gene:Minc3s01714g25801,0.0,0.0,0.0,0.0
669,gene:Minc3s05480g38308,0.0,0.0,0.0,0.0
670,gene:Minc3s03082g32700,0.0,0.0,0.0,0.0
671,gene:Minc3s03082g32701,0.0,0.0,0.0,0.0
672,gene:Minc3s06410g39788,0.0,0.0,0.0,2.0
673,gene:Minc3s06699g40198,0.0,0.0,0.0,0.0
674,gene:Minc3s06699g40199,0.0,0.0,0.0,0.0
675,gene:Minc3s01131g21012,0.0,0.0,0.0,0.0
676,gene:Minc3s01131g21013,0.0,0.0,0.0,0.0
677,gene:Minc3s01131g21014,0.0,3.0,0.0,0.0
678,gene:Minc3s01131g21015,0.0,4.0,0.0,0.0
679,gene:Minc3s01131g21016,0.0,0.0,0.0,0.0
680,gene:Minc3s01131g21017,0.0,0.0,0.0,0.0
681,gene:Minc3s01131g21018,0.0,0.0,0.0,0.0
682,gene:Minc3s01131g21019,0.0,0.0,0.0,0.0
683,gene:Minc3s01131g21020,0.0,0.0,0.0,0.0
684,gene:Minc3s01131g21021,0.0,0.0,0.0,0.0
685,gene:Minc3s01131g21022,0.0,0.0,0.0,0.0
686,gene:Minc3s01131g21023,0.0,1.0,0.0,7.0
687,gene:Minc3s03191g33094,0.0,0.0,0.0,0.0
688,gene:Minc3s03191g33095,0.0,0.0,0.0,0.0
689,gene:Minc3s03191g33096,0.0,0.0,0.0,8.0
690,gene:Minc3s03656g34444,0.0,0.0,0.0,0.0
691,gene:Minc3s03656g34445,0.0,0.0,0.0,0.0
692,gene:Minc3s03656g34447,0.0,0.0,0.0,0.0
693,gene:Minc3s03656g34446,0.0,0.0,0.0,0.0
694,gene:Minc3s08151g41951,0.0,0.0,0.0,0.0
695,gene:Minc3s00205g07520,0.0,0.0,0.0,0.0
696,gene:Minc3s00205g07521,0.0,0.0,0.0,0.0
697,gene:Minc3s00205g07522,0.0,0.0,0.0,0.0
698,gene:Minc3s00205g07523,0.0,0.0,0.0,0.0
699,gene:Minc3s00205g07524,0.0,0.0,0.0,0.0
700,gene:Minc3s00205g07525,0.0,0.0,1.0,0.0
701,gene:Minc3s00205g07526,0.0,0.0,0.0,0.0
702,gene:Minc3s00205g07527,0.0,0.0,2.0,0.0
703,gene:Minc3s00205g07528,0.0,0.0,0.0,0.0
704,gene:Minc3s00205g07529,0.0,0.0,0.0,0.0
705,gene:Minc3s00205g07530,0.0,0.0,0.0,4.0
706,gene:Minc3s00205g07531,0.0,0.0,0.0,0.0
707,gene:Minc3s00205g07532,0.0,1.0,0.0,1.0
708,gene:Minc3s00205g07533,0.0,0.0,0.0,0.0
709,gene:Minc3s00205g07534,0.0,0.0,0.0,1.0
710,gene:Minc3s00205g07535,0.0,0.0,0.0,0.0
711,gene:Minc3s00205g07536,0.0,0.0,0.0,1.0
712,gene:Minc3s00205g07537,0.0,0.0,0.0,0.0
713,gene:Minc3s00205g07538,0.0,0.0,0.0,0.0
714,gene:Minc3s00205g07539,0.0,1.0,1.0,0.0
715,gene:Minc3s00205g07540,0.0,1.0,0.0,0.0
716,gene:Minc3s00205g07541,0.0,4.0,0.0,0.0
717,gene:Minc3s03998g35250,0.0,0.0,0.0,0.0
718,gene:Minc3s03998g35251,0.0,0.0,0.0,0.0
719,gene:Minc3s03497g34013,0.0,3.0,0.0,6.0
720,gene:Minc3s03497g34014,0.0,0.0,0.0,0.0
721,gene:Minc3s03497g34015,0.0,1.0,0.0,2.0
722,gene:Minc3s03497g34016,0.0,0.0,0.0,6.0
723,gene:Minc3s07713g41439,0.0,0.0,0.0,0.0
724,gene:Minc3s07713g41440,0.0,0.0,0.0,0.0
725,gene:Minc3s11197g44712,0.0,0.0,0.0,0.0
726,gene:Minc3s08429g42245,0.0,0.0,0.0,0.0
727,gene:Minc3s03300g33456,0.0,4.0,0.0,0.0
728,gene:Minc3s03300g33457,1.0,1.0,0.0,3.0
729,gene:Minc3s08091g41889,0.0,0.0,0.0,0.0
730,gene:Minc3s08091g41890,0.0,3.0,0.0,4.0
731,gene:Minc3s01099g20705,0.0,0.0,3.0,1.0
732,gene:Minc3s01099g20706,0.0,0.0,0.0,0.0
733,gene:Minc3s01099g20707,0.0,1.0,3.0,8.0
734,gene:Minc3s01099g20708,0.0,0.0,0.0,0.0
735,gene:Minc3s01099g20709,0.0,0.0,3.0,29.0
736,gene:Minc3s01099g20710,0.0,2.0,0.0,6.0
737,gene:Minc3s01099g20711,0.0,0.0,0.0,0.0
738,gene:Minc3s01099g20712,0.0,2.0,0.0,1.0
739,gene:Minc3s01099g20713,0.0,0.0,1.0,3.0
740,gene:Minc3s01099g20714,0.0,0.0,1.0,1.0
741,gene:Minc3s01099g20715,0.0,0.0,0.0,0.0
742,gene:Minc3s01099g20716,0.0,0.0,0.0,2.0
743,gene:Minc3s01099g20717,0.0,0.0,0.0,2.0
744,gene:Minc3s02902g32016,0.0,0.0,0.0,11.0
745,gene:Minc3s02902g32017,0.0,0.0,0.0,0.0
746,gene:Minc3s02902g32018,0.0,0.0,0.0,0.0
747,gene:Minc3s01903g27082,0.0,0.0,0.0,0.0
748,gene:Minc3s01903g27083,0.0,0.0,0.0,0.0
749,gene:Minc3s01903g27084,0.0,0.0,0.0,0.0
750,gene:Minc3s01903g27085,0.0,0.0,0.0,3.0
751,gene:Minc3s01903g27086,0.0,0.0,1.0,0.0
752,gene:Minc3s01903g27087,0.0,0.0,0.0,0.0
753,gene:Minc3s06941g40516,0.0,0.0,0.0,2.0
754,gene:Minc3s01978g27554,0.0,0.0,0.0,0.0
755,gene:Minc3s01978g27555,0.0,0.0,0.0,2.0
756,gene:Minc3s01978g27556,0.0,0.0,0.0,0.0
757,gene:Minc3s01978g27557,0.0,0.0,0.0,3.0
758,gene:Minc3s01978g27558,0.0,0.0,0.0,0.0
759,gene:Minc3s01978g27559,0.0,0.0,0.0,0.0
760,gene:Minc3s01978g27560,0.0,0.0,0.0,0.0
761,gene:Minc3s01978g27561,0.0,0.0,0.0,0.0
762,gene:Minc3s05352g38074,0.0,0.0,0.0,0.0
763,gene:Minc3s05352g38075,0.0,0.0,0.0,0.0
764,gene:Minc3s11732g45114,0.0,1.0,0.0,0.0
765,gene:Minc3s04545g36506,0.0,0.0,0.0,0.0
766,gene:Minc3s04545g36507,0.0,0.0,0.0,0.0
767,gene:Minc3s09314g43107,0.0,0.0,0.0,0.0
768,gene:Minc3s09314g43108,0.0,0.0,0.0,0.0
769,gene:Minc3s11151g44662,0.0,0.0,0.0,0.0
770,gene:Minc3s04694g36825,0.0,0.0,2.0,5.0
771,gene:Minc3s05855g38921,0.0,0.0,0.0,0.0
772,gene:Minc3s05855g38922,0.0,0.0,0.0,0.0
773,gene:Minc3s07234g40883,0.0,0.0,0.0,0.0
774,gene:Minc3s07234g40884,0.0,0.0,0.0,0.0
775,gene:Minc3s06356g39709,0.0,0.0,0.0,0.0
776,gene:Minc3s06356g39710,0.0,0.0,0.0,0.0
777,gene:Minc3s06356g39711,0.0,0.0,0.0,0.0
778,gene:Minc3s06356g39712,0.0,0.0,0.0,0.0
779,gene:Minc3s08634g42449,0.0,0.0,0.0,6.0
780,gene:Minc3s08634g42450,0.0,0.0,0.0,0.0
781,gene:Minc3s08209g42018,0.0,0.0,0.0,7.0
782,gene:Minc3s09545g43311,0.0,0.0,0.0,0.0
783,gene:Minc3s09545g43312,0.0,0.0,0.0,0.0
784,gene:Minc3s09545g43313,0.0,0.0,0.0,0.0
785,gene:Minc3s01803g26423,0.0,0.0,0.0,0.0
786,gene:Minc3s01803g26424,0.0,0.0,0.0,0.0
787,gene:Minc3s01803g26425,0.0,0.0,0.0,0.0
788,gene:Minc3s07709g41433,0.0,0.0,0.0,3.0
789,gene:Minc3s03795g34835,0.0,0.0,0.0,0.0
790,gene:Minc3s03795g34836,0.0,0.0,0.0,0.0
791,gene:Minc3s12028g45313,0.0,0.0,0.0,0.0
792,gene:Minc3s06562g39999,0.0,0.0,0.0,0.0
793,gene:Minc3s06562g40000,0.0,0.0,0.0,0.0
794,gene:Minc3s06562g40001,0.0,0.0,0.0,1.0
795,gene:Minc3s06562g40002,0.0,0.0,0.0,0.0
796,gene:Minc3s07283g40936,0.0,0.0,0.0,0.0
797,gene:Minc3s07283g40937,0.0,3.0,0.0,49.0
798,gene:Minc3s07084g40699,0.0,0.0,0.0,3.0
799,gene:Minc3s10045g43742,0.0,0.0,0.0,0.0
800,gene:Minc3s02465g30184,0.0,0.0,0.0,0.0
801,gene:Minc3s02465g30185,0.0,0.0,0.0,0.0
802,gene:Minc3s02465g30186,0.0,0.0,0.0,0.0
803,gene:Minc3s02465g30187,0.0,0.0,0.0,0.0
804,gene:Minc3s02465g30188,0.0,0.0,0.0,0.0
805,gene:Minc3s03268g33344,0.0,0.0,0.0,1.0
806,gene:Minc3s03268g33345,0.0,0.0,0.0,2.0
807,gene:Minc3s05201g37785,0.0,1.0,1.0,0.0
808,gene:Minc3s05201g37786,0.0,0.0,1.0,1.0
809,gene:Minc3s05201g37787,0.0,0.0,0.0,0.0
810,gene:Minc3s00726g16569,0.0,0.0,0.0,2.0
811,gene:Minc3s00726g16570,0.0,0.0,0.0,1.0
812,gene:Minc3s00726g16571,0.0,2.0,1.0,81.0
813,gene:Minc3s04582g36589,0.0,0.0,0.0,0.0
814,gene:Minc3s04582g36590,0.0,0.0,0.0,0.0
815,gene:Minc3s02705g31267,0.0,0.0,0.0,0.0
816,gene:Minc3s02705g31268,0.0,0.0,0.0,1.0
817,gene:Minc3s02705g31269,0.0,0.0,0.0,0.0
818,gene:Minc3s02705g31270,0.0,0.0,0.0,0.0
819,gene:Minc3s02739g31404,0.0,1.0,0.0,0.0
820,gene:Minc3s02739g31405,0.0,0.0,0.0,0.0
821,gene:Minc3s07849g41605,0.0,0.0,0.0,0.0
822,gene:Minc3s06526g39949,0.0,0.0,0.0,0.0
823,gene:Minc3s06526g39950,0.0,0.0,0.0,0.0
824,gene:Minc3s07991g41779,0.0,0.0,0.0,0.0
825,gene:Minc3s07991g41780,0.0,0.0,0.0,0.0
826,gene:Minc3s09615g43377,0.0,0.0,0.0,0.0
827,gene:Minc3s09615g43378,0.0,1.0,0.0,3.0
828,gene:Minc3s01435g23787,0.0,0.0,0.0,0.0
829,gene:Minc3s01435g23788,0.0,2.0,1.0,1.0
830,gene:Minc3s01435g23789,0.0,0.0,0.0,0.0
831,gene:Minc3s01435g23790,0.0,0.0,0.0,0.0
832,gene:Minc3s01435g23791,0.0,0.0,2.0,0.0
833,gene:Minc3s06292g39620,0.0,0.0,0.0,0.0
834,gene:Minc3s06292g39621,0.0,0.0,0.0,4.0
835,gene:Minc3s08210g42019,0.0,0.0,0.0,0.0
836,gene:Minc3s09245g43043,0.0,0.0,0.0,0.0
837,gene:Minc3s09245g43044,0.0,0.0,2.0,0.0
838,gene:Minc3s04971g37358,0.0,0.0,0.0,0.0
839,gene:Minc3s04971g37359,0.0,0.0,0.0,0.0
840,gene:Minc3s00540g13973,0.0,0.0,0.0,1.0
841,gene:Minc3s00540g13974,0.0,0.0,0.0,0.0
842,gene:Minc3s00540g13975,0.0,2.0,0.0,6.0
843,gene:Minc3s00540g13976,0.0,1.0,7.0,60.0
844,gene:Minc3s00540g13977,0.0,0.0,1.0,9.0
845,gene:Minc3s00540g13978,1.0,13.0,11.0,24.0
846,gene:Minc3s00540g13979,0.0,1.0,1.0,7.0
847,gene:Minc3s00540g13980,0.0,0.0,0.0,5.0
848,gene:Minc3s00540g13981,0.0,2.0,2.0,1.0
849,gene:Minc3s00540g13982,1.0,1.0,1.0,2.0
850,gene:Minc3s00540g13983,2.0,3.0,0.0,12.0
851,gene:Minc3s00540g13984,0.0,2.0,2.0,3.0
852,gene:Minc3s00540g13985,0.0,1.0,0.0,0.0
853,gene:Minc3s00540g13986,0.0,0.0,0.0,0.0
854,gene:Minc3s04105g35483,0.0,0.0,0.0,0.0
855,gene:Minc3s04105g35484,0.0,1.0,0.0,0.0
856,gene:Minc3s04105g35485,0.0,0.0,0.0,0.0
857,gene:Minc3s04105g35486,0.0,0.0,0.0,0.0
858,gene:Minc3s04105g35487,0.0,0.0,0.0,0.0
859,gene:Minc3s07618g41328,0.0,0.0,0.0,0.0
860,gene:Minc3s08988g42819,0.0,0.0,0.0,0.0
861,gene:Minc3s01062g20329,0.0,0.0,0.0,0.0
862,gene:Minc3s01062g20330,0.0,0.0,0.0,0.0
863,gene:Minc3s01062g20331,0.0,0.0,0.0,0.0
864,gene:Minc3s01062g20332,0.0,0.0,0.0,0.0
865,gene:Minc3s01062g20333,0.0,0.0,0.0,0.0
866,gene:Minc3s01062g20334,0.0,0.0,0.0,0.0
867,gene:Minc3s08263g42063,0.0,1.0,0.0,1.0
868,gene:Minc3s08263g42064,0.0,0.0,0.0,0.0
869,gene:Minc3s00012g00765,0.0,0.0,0.0,0.0
